Description,Price,Ratings,Review Count,URL
"PUSOKEI 4K@60Hz 55W Gaming GPU, 3Pin+3Pin Power Supply 128Bit/s 14nm 4G/GDDR5 1176/6000MHz GPU with Cooling Fan DP//DVI Output Graphics card for 7/10",£267.19,,,https://www.amazon.co.uk//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A008246913Z6N1LATPCPV&url=%2FPUSOKEI-Gaming-6000MHz-Cooling-Graphics-default%2Fdp%2FB09BZRY88T%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dgpu%2Bgraphics%2Bcard%26qid%3D1631704682%26sr%3D8-1-spons%26psc%3D1&qualifier=1631704682&id=1200158303571895&widgetName=sp_atf
"GTX1050Ti 4GB DDR5 Graphics Card, 128bit Desktop Computer Game Video Graphics Card with Dual Cooling Fan, Automatic Recognition Low Noise Computer Graphics Card",£109.59,1.0 out of 5 stars,1,https://www.amazon.co.uk//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09298832B2AP062HNRFP&url=%2FGTX1050Ti-Graphics-Computer-Automatic-Recognition%2Fdp%2FB09C6K6RD8%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dgpu%2Bgraphics%2Bcard%26qid%3D1631704682%26sr%3D8-2-spons%26psc%3D1&qualifier=1631704682&id=1200158303571895&widgetName=sp_atf
"Palit GeForce RTX 2060 Dual 6 GB GDDR6 Graphics Card, 1365 MHz GPU, 1680 MHz Boost, DisplayPort, HDMI, NVIDIA Turing Architecture, Ray-Tracing, Dual Fan",,4.1 out of 5 stars,13,https://www.amazon.co.uk//Palit-Graphics-DisplayPort-Architecture-Ray-Tracing/dp/B08XNHQBJT/ref=sr_1_3?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-3&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"ASUS ROG Strix NVIDIA GeForce RTX 3060 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.7-Slot, Super Alloy Power II, GPU Tweak II)",,4.6 out of 5 stars,60,https://www.amazon.co.uk//ASUS-Graphics-DisplayPort-Axial-tech-2-7-Slot/dp/B08WGTL4CW/ref=sr_1_4?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-4&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"MAXSUN GEFORCE GT 1030 2GB GDDR5 Graphics Card GPU mini ITX Design, HDMI, DVI-D, Single Fan Cooling System",£99.99,4.4 out of 5 stars,62,https://www.amazon.co.uk//MAXSUN-GEFORCE-GT-1030-Graphics/dp/B08RD5VMNN/ref=sr_1_5?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-5&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"MSI NVIDIA GEFORCE GT 710 2GD3H LP Graphics Card '2GB DDR3, 954MHz, Low Profile, Low Consumption, VGA, DVI-D, HDMI, HTPC, Silent Passive Fanless Cooling System', Black",,4.4 out of 5 stars,"4,620",https://www.amazon.co.uk//MSI-GeForce-Passive-Silent-Graphics/dp/B01AY78MLM/ref=sr_1_6?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-6&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
Gigabyte GeForce GTX 1050 Ti 4 GB GDDR5 128 bit Graphics Card (GV-N105TOC-4GD),£259.95,4.6 out of 5 stars,"1,423",https://www.amazon.co.uk//Gigabyte-GeForce-GDDR5-Graphics-GV-N105TOC-4GD/dp/B01MEHGRMS/ref=sr_1_7?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-7&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"Palit RTX 3060 Ti Dual 8G GDDR6 Ray-Tracing Graphics Card, 4864 Core, 1410 MHz GPU, 1665 MHz Boost, 3 x DisplayPort, HDMI",£616.80,3.1 out of 5 stars,35,https://www.amazon.co.uk//Palit-GDDR6-Ray-Tracing-Graphics-DisplayPort/dp/B08PFZ28CN/ref=sr_1_8?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-8&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"ASUS PH-GT1030-O2G PCI Express Graphics Card (NVIDIA Geforce, GDDR5 64 Bit Memory) - Black",£96.29,4.5 out of 5 stars,801,https://www.amazon.co.uk//ASUS-PH-GT1030-O2G-Express-Graphics-Geforce/dp/B0727WGG3F/ref=sr_1_9?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-9&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
"MSI GEFORCE GT 1030 AERO ITX 2G OC Graphics Card '2 GB GDDR5, 1x SL-DVI-D, 1x HDMI, Boost Clock 1518MHz, Base Clock 1265MHz, MINI-ITX Compact size design, Single Fan Cooling System, NVIDIA'",£119.95,4.5 out of 5 stars,526,https://www.amazon.co.uk//MSI-NVIDIA-GeForce-Express-Graphics/dp/B0716S9LZ3/ref=sr_1_10?dchild=1&keywords=gpu+graphics+card&qid=1631704682&qsid=257-4916782-0421462&sr=8-10&sres=B08XNHQBJT%2CB08WGTL4CW%2CB08RD5VMNN%2CB01AY78MLM%2CB01MEHGRMS%2CB08PFZ28CN%2CB0727WGG3F%2CB0716S9LZ3%2CB01M2ZC61B%2CB015T3TDR8%2CB07L5D2VY6%2CB096Y2TYKV%2CB01N683IAQ%2CB075DCQ8JN%2CB01MFBKRI5%2CB08R8NZB3Y&srpt=VIDEO_CARD
